zinc_id,smiles
ZINC000739107387,N#Cc1ccc(C(C(=O)O)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)cc1
ZINC000739107390,N#Cc1ccc(C(C(=O)O)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)cc1
ZINC000770441896,COc1ccc([C@@H](CN2CCCC2)NC(=O)Cc2ccc(OCC#N)cc2)cc1
ZINC001137120302,Cn1c(=O)n(C2CCN(Cc3ccc(OCC#N)cc3)CC2)c2ccccc21
ZINC000570706260,COc1ccc([C@@H](CN2CCCC2)NC(=O)Cc2c(F)cccc2C#N)cc1
ZINC000779543139,COc1ccc([C@@H](CN2CCCC2)NC(=O)Cc2ccccc2CC#N)cc1
ZINC001137703194,COc1ccc(CN2CCC(n3c(=O)n(C)c4ccccc43)CC2)c(C#N)c1
ZINC001138557423,C#CCOc1ccc(CN2CCC(n3c(=O)n(C)c4ccccc43)CC2)cc1
ZINC000833074030,N#Cc1cccc(C(C(=O)O)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)c1
ZINC000833074031,N#Cc1cccc(C(C(=O)O)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)c1
ZINC001140754068,Cn1c(=O)n(C2CCN(Cc3cc(F)c(C#N)c(F)c3)CC2)c2ccccc21
ZINC001143173321,Cn1c(=O)n(C2CCN(Cc3c(F)ccc(C#N)c3F)CC2)c2ccccc21
ZINC001231618841,COc1cc(C#N)ccc1CN1CCC(n2c(=O)n(C)c3ccccc32)CC1
ZINC001235658364,Cn1c(=O)n(C2CCN(Cc3c(F)cc(C#N)cc3F)CC2)c2ccccc21
ZINC001237535470,Cn1c(=O)n(C2CCN(Cc3cc(C#N)c(F)cc3F)CC2)c2ccccc21
ZINC001238409054,COc1cc(CN2CCC(n3c(=O)n(C)c4ccccc43)CC2)ccc1C#N
ZINC001610623318,N#Cc1c(CN2CCC(n3c(=O)[nH]c4ccccc43)CC2)cccc1C(=O)O
ZINC001160753506,CCOC(=O)C(C(=O)OCC)c1nc(NCCN2CCC(F)(F)CC2)ccc1[N+](=O)[O-]
ZINC000080249747,COC1CCN(CCNc2ncc(C(N)=O)cc2Cl)CC1
ZINC000080250568,CCOC(=O)c1ccc(NCCN2CCC(OC)CC2)nc1
ZINC000080250708,CCNC(=O)c1ccc(NCCN2CCC(OC)CC2)nc1
ZINC000080267768,COC1CCN(CCNc2ccc(C(=O)N(C)C)cn2)CC1
ZINC000184131241,CCOC(=O)c1cccnc1NCCN1CCC(N(C)C)CC1
ZINC000264835508,COCCNC(=O)c1ccc(NCCN2CCC(C)CC2)nc1
ZINC000264842005,COCCNC(=O)c1ccc(NCCN2CCCCC2)nc1
ZINC000267144132,CCOC(=O)c1ccc(NCCN2CCC(N(C)C)CC2)nc1
ZINC000267157949,CCNC(=O)c1ccc(NCCN2CCC(N(C)C)CC2)nc1
ZINC000267172837,COCCNC(=O)c1ccc(NCCN2CCC[C@H](C)C2)nc1
ZINC000267172839,COCCNC(=O)c1ccc(NCCN2CCC[C@@H](C)C2)nc1
ZINC000267217753,CN(C)C(=O)c1ccc(NCCN2CCC(N(C)C)CC2)nc1
ZINC000267241816,COCCNC(=O)c1ccc(N[C@@H](C)CN2CCCCC2)nc1
ZINC000267241820,COCCNC(=O)c1ccc(N[C@H](C)CN2CCCCC2)nc1
ZINC000301239772,CNS(=O)(=O)c1ccc(NCCN2CCC(C)CC2)nc1
ZINC000301293864,CC[C@@H]1CCCCN1CCNc1ncccc1S(N)(=O)=O
ZINC000301293866,CC[C@H]1CCCCN1CCNc1ncccc1S(N)(=O)=O
ZINC000301303245,C[C@@H]1CCCN([C@@H](C)CNc2ncccc2S(N)(=O)=O)C1
ZINC000301303246,C[C@H]1CCCN([C@H](C)CNc2ncccc2S(N)(=O)=O)C1
ZINC000301303247,C[C@H]1CCCN([C@@H](C)CNc2ncccc2S(N)(=O)=O)C1
ZINC000301303248,C[C@@H]1CCCN([C@H](C)CNc2ncccc2S(N)(=O)=O)C1
ZINC000301528567,CNS(=O)(=O)c1ccc(N[C@H](C)CN2CCCCC2)nc1
ZINC000301528569,CNS(=O)(=O)c1ccc(N[C@@H](C)CN2CCCCC2)nc1
ZINC000301566705,CNS(=O)(=O)c1ccc(NCCN2CCC[C@@H](C)C2)nc1
ZINC000301566707,CNS(=O)(=O)c1ccc(NCCN2CCC[C@H](C)C2)nc1
ZINC000301946412,COC(=O)c1ccc(NCCN2CCC(OC)CC2)nc1C
ZINC000301951738,COC(=O)c1ccc(NCCN2CCC(N(C)C)CC2)nc1C
ZINC000317292351,C[C@@H](CN1CCCCC1)Nc1ncc(C(=O)O)cc1[N+](=O)[O-]
ZINC000317292352,C[C@H](CN1CCCCC1)Nc1ncc(C(=O)O)cc1[N+](=O)[O-]
ZINC000318389588,C[C@@H](CN1CCCCC1)Nc1nc(C(=O)O)ccc1[N+](=O)[O-]
ZINC000318389589,C[C@H](CN1CCCCC1)Nc1nc(C(=O)O)ccc1[N+](=O)[O-]
ZINC000320330483,C[C@@H](CN1CCCCC1)Nc1nccc(C(=O)O)c1[N+](=O)[O-]
ZINC000320330485,C[C@H](CN1CCCCC1)Nc1nccc(C(=O)O)c1[N+](=O)[O-]
ZINC000322085646,OC1CCN(CCNc2cccc(Br)n2)CC1
ZINC000322340989,OC1CCN(CCNc2ncccc2Br)CC1
ZINC000341535035,C[C@@H]1CCCCN1[C@H](C)CNc1ccc(S(C)(=O)=O)cn1
ZINC000341535036,C[C@@H]1CCCCN1[C@@H](C)CNc1ccc(S(C)(=O)=O)cn1
ZINC000341535037,C[C@H](CNc1ccc(S(C)(=O)=O)cn1)N1CCCC[C@@H]1C
ZINC000341535038,C[C@H]1CCCCN1[C@@H](C)CNc1ccc(S(C)(=O)=O)cn1
ZINC000342230909,C[C@@H]1CCC[C@H](C)N1CCNc1ccc(S(C)(=O)=O)cn1
ZINC000342230911,C[C@@H]1CCC[C@@H](C)N1CCNc1ccc(S(C)(=O)=O)cn1
ZINC000342230913,C[C@H]1CCC[C@H](C)N1CCNc1ccc(S(C)(=O)=O)cn1
ZINC000343112934,CC1(C)CCCN(CCNc2ccc(S(C)(=O)=O)cn2)C1
ZINC000443945277,CCNC(=O)c1ccc(NCCN2CCCC(C)(C)C2)nc1
ZINC000443960093,CN(C)C(=O)c1ccc(NCCN2CCCC(C)(C)C2)nc1
ZINC000450516693,NC(=O)c1cnc(N[C@@H](CO)CN2CCCCC2)c(Cl)c1
ZINC000450516694,NC(=O)c1cnc(N[C@H](CO)CN2CCCCC2)c(Cl)c1
ZINC000571268285,CC1(C)CCCN(CCNc2ncccc2S(N)(=O)=O)C1
ZINC000578348923,CC[C@@H]1CCCCN1CCNc1ccc(S(C)(=O)=O)cn1
ZINC000578348924,CC[C@H]1CCCCN1CCNc1ccc(S(C)(=O)=O)cn1
ZINC000579838280,CC[C@@H]1CCCCN1CCNc1ccc(C(=O)O)c(OC)n1
ZINC000579838281,CC[C@H]1CCCCN1CCNc1ccc(C(=O)O)c(OC)n1
ZINC000603309435,COC(=O)c1ccnc(NCCN2CCC(N(C)C)CC2)c1
ZINC000613046746,CCOC(=O)c1cccnc1NCCN1CCC(OC)CC1
ZINC000647451107,COC1CCN(CCNc2ncc(C(=O)O)cc2Cl)CC1
ZINC000649385394,COc1nc(NC[C@H](C)N2CCC[C@@H](C)C2)ccc1C(=O)O
ZINC000649385395,COc1nc(NC[C@@H](C)N2CCC[C@H](C)C2)ccc1C(=O)O
ZINC000649385396,COc1nc(NC[C@H](C)N2CCC[C@H](C)C2)ccc1C(=O)O
ZINC000649385397,COc1nc(NC[C@@H](C)N2CCC[C@@H](C)C2)ccc1C(=O)O
ZINC000651476545,COCCNC(=O)c1ccc(N(C)CCN2CCCCC2)nc1
ZINC000664456981,CC1CCN(C[C@@H](C)Nc2ncccc2S(N)(=O)=O)CC1
ZINC000664456982,CC1CCN(C[C@H](C)Nc2ncccc2S(N)(=O)=O)CC1
ZINC000674331211,CCCNC(=O)c1ccc(NCCN2CCC(OC)CC2)nc1
ZINC000683192242,COC1CCN(CCNc2ncccc2S(C)(=O)=O)CC1
ZINC000813592387,COC(=O)c1ccc(NCCN2CCC(N(C)C)CC2)nc1
ZINC000882430484,COC(=O)c1cnc(NCCN2CCC(O)CC2)c(Cl)c1
ZINC000910298916,Cc1nc(NCCN2CCC(N(C)C)CC2)ccc1C(=O)O
ZINC001160746788,NC(=O)c1nc(NCCN2CCC(F)(F)CC2)ccc1Cl
ZINC001160747007,NC(=O)c1cc(Cl)nc(NCCN2CCC(F)(F)CC2)c1
ZINC001160748333,NC(=O)c1cc(Cl)cnc1NCCN1CCC(F)(F)CC1
ZINC001160748478,NC(=O)c1cc(NCCN2CCC(F)(F)CC2)ncc1Cl
ZINC001160748844,COC(=O)c1cc(NCCN2CCC(F)(F)CC2)ncc1N
ZINC001160749220,CN(C)C(=O)c1ccc(NCCN2CCC(F)(F)CC2)nc1
ZINC001160749337,COC(=O)Cc1cccc(NCCN2CCC(F)(F)CC2)n1
ZINC001160749356,CS(=O)(=O)c1cccnc1NCCN1CCC(F)(F)CC1
ZINC001160749361,NC(=O)c1ccc(Cl)nc1NCCN1CCC(F)(F)CC1
ZINC001160752285,NC(=O)c1cc(F)cnc1NCCN1CCC(F)(F)CC1
ZINC001160752621,CCNC(=O)c1ccc(NCCN2CCC(F)(F)CC2)nc1
ZINC001160753026,CCNC(=O)c1cccnc1NCCN1CCC(F)(F)CC1
ZINC001160753112,CS(=O)(=O)c1ccc(NCCN2CCC(F)(F)CC2)nc1
ZINC001160753757,NC(=S)Nc1ccc(NCCN2CCC(F)(F)CC2)nc1
ZINC001161866811,COC(=O)c1cc(Cl)cc(NCCN2CCC(N)CC2)n1
ZINC001161866879,COC(=O)c1c(Cl)ccnc1NCCN1CCC(N)CC1
ZINC001161866881,CCOC(=O)Cc1cccnc1NCCN1CCC(N)CC1
ZINC001161866899,CCOC(=O)c1ccc(C)c(NCCN2CCC(N)CC2)n1
ZINC001161866934,CCOC(=O)c1cnc(NCCN2CCC(N)CC2)c(C)c1
ZINC001161867051,COC(=O)c1cnc(NCCN2CCC(N)CC2)c(Cl)c1
ZINC001161867055,CCOC(=O)C=Cc1cccnc1NCCN1CCC(N)CC1
ZINC001161867068,CC(C)(C)OC(=O)c1ccnc(NCCN2CCC(N)CC2)c1
ZINC001161867106,CCOC(=O)Cc1ccc(NCCN2CCC(N)CC2)nc1
ZINC001161867204,COC(=O)c1cc(NCCN2CCC(N)CC2)ncc1Cl
ZINC001161867315,CCOC(=O)c1cc(C)cc(NCCN2CCC(N)CC2)n1
ZINC001161867334,COC(=O)c1cc(Cl)cnc1NCCN1CCC(N)CC1
ZINC001161867342,CC(C)(C)NC(=O)c1ccc(NCCN2CCC(N)CC2)nc1
ZINC001161867398,COC(=O)c1ccc(Cl)c(NCCN2CCC(N)CC2)n1
ZINC001161867423,CCOC(=O)c1ccc(NCCN2CCC(N)CC2)nc1C
ZINC001161867451,COC(=O)c1nc(NCCN2CCC(N)CC2)ccc1Cl
ZINC001161867473,COC(=O)c1c(C)cc(C)nc1NCCN1CCC(N)CC1
ZINC001161867531,COC(=O)c1cc(F)c(C)nc1NCCN1CCC(N)CC1
ZINC001161867533,CCOC(=O)c1cc(NCCN2CCC(N)CC2)ncc1C
ZINC001161867628,CCOC(=O)c1cc(F)cnc1NCCN1CCC(N)CC1
ZINC001161867676,COC(=O)c1ccc(Cl)nc1NCCN1CCC(N)CC1
ZINC001161867702,COC(=O)c1cc(Cl)nc(NCCN2CCC(N)CC2)c1
ZINC001161867742,CCOC(=O)c1cc(C)cnc1NCCN1CCC(N)CC1
ZINC001161867750,CCOC(=O)c1cnc(NCCN2CCC(N)CC2)c(OC)c1
ZINC001161867806,CC(C)(C)OC(=O)c1ccc(NCCN2CCC(N)CC2)nc1
ZINC001161867868,CCOC(=O)c1c(C)cc(NCCN2CCC(N)CC2)nc1C
ZINC001161870012,CCOC(=O)C=Cc1ccc(NCCN2CCC(N)CC2)nc1
ZINC001161870322,CC(C)(C)NC(=O)c1ccnc(NCCN2CCC(N)CC2)c1
ZINC001161870486,COC(OC)c1cc(C)cnc1NCCN1CCC(N)CC1
ZINC001161870499,CCOC(=O)c1c(C)ccnc1NCCN1CCC(N)CC1
ZINC001161870603,COC(=O)C=Cc1cc(C)cnc1NCCN1CCC(N)CC1
ZINC001161870620,COC(=O)CSc1cccc(NCCN2CCC(N)CC2)n1
ZINC001161871171,CCCNC(=O)c1cccnc1NCCN1CCC(N)CC1
ZINC001161873031,CCOC(=O)Cc1ccnc(NCCN2CCC(N)CC2)c1
ZINC001608975909,O=C(O)c1cnc(N[C@@H](CO)CN2CCCCC2)c(Cl)c1
ZINC001608975910,O=C(O)c1cnc(N[C@H](CO)CN2CCCCC2)c(Cl)c1
ZINC000005158835,COc1ccc2c(c1O)[C@@]13CCN(C)[C@@H](C2)[C@H]1CC[C@@H](O)C3
ZINC000042322217,C[C@@H](CN1CCCCC1)Nc1ncc(Br)cc1[N+](=O)[O-]
ZINC000042322220,C[C@H](CN1CCCCC1)Nc1ncc(Br)cc1[N+](=O)[O-]
ZINC000081941321,C[C@@H](CN1CCCCC1)Nc1ncc([N+](=O)[O-])cc1Br
ZINC000081941325,C[C@H](CN1CCCCC1)Nc1ncc([N+](=O)[O-])cc1Br
ZINC000413048399,CC1CCN(CCNc2ncc([N+](=O)[O-])cc2C(F)(F)F)CC1
ZINC000413063729,C[C@H]1CCCN(CCNc2ncc([N+](=O)[O-])cc2C(F)(F)F)C1
ZINC000413063732,C[C@@H]1CCCN(CCNc2ncc([N+](=O)[O-])cc2C(F)(F)F)C1
ZINC000413105057,C[C@@H](CN1CCCCC1)Nc1ncc([N+](=O)[O-])cc1C(F)(F)F
ZINC000413105058,C[C@H](CN1CCCCC1)Nc1ncc([N+](=O)[O-])cc1C(F)(F)F
ZINC000506087181,C[C@]1(NC(=O)COc2ccc([N+](=O)[O-])cc2)CCCc2ccccc21
ZINC000506087182,C[C@@]1(NC(=O)COc2ccc([N+](=O)[O-])cc2)CCCc2ccccc21
ZINC000506131746,C[C@]1(NC(=O)COc2ccccc2[N+](=O)[O-])CCCc2ccccc21
ZINC000506131747,C[C@@]1(NC(=O)COc2ccccc2[N+](=O)[O-])CCCc2ccccc21
ZINC000506131759,C[C@]1(NC(=O)COc2cccc([N+](=O)[O-])c2)CCCc2ccccc21
ZINC000506131760,C[C@@]1(NC(=O)COc2cccc([N+](=O)[O-])c2)CCCc2ccccc21
ZINC000609892012,C[C@@H]1C[C@H](C)CN(C[C@@H](C)Nc2ncc([N+](=O)[O-])cc2Cl)C1
ZINC000609892013,C[C@@H]1C[C@@H](C)CN(C[C@@H](C)Nc2ncc([N+](=O)[O-])cc2Cl)C1
ZINC000609892014,C[C@@H]1C[C@H](C)CN(C[C@H](C)Nc2ncc([N+](=O)[O-])cc2Cl)C1
ZINC000609892015,C[C@@H]1C[C@@H](C)CN(C[C@H](C)Nc2ncc([N+](=O)[O-])cc2Cl)C1
ZINC001160748881,Cc1cc(Cl)nc(NCCN2CCC(F)(F)CC2)c1[N+](=O)[O-]
ZINC001160748941,Cc1cc(Cl)c([N+](=O)[O-])c(NCCN2CCC(F)(F)CC2)n1
ZINC001160749292,Cc1cc([N+](=O)[O-])c(NCCN2CCC(F)(F)CC2)nc1Cl
ZINC000513692311,C[C@H](c1ccc(OC(F)(F)F)cc1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1
ZINC001246343999,COC(=O)C1(c2ccc(Cl)cc2)CCC(NCCc2c[nH]c3ccccc23)CC1
ZINC001560722905,O=c1[nH]c2ccccc2n1C1CCN(Cc2cc(Cl)cc(C(F)(F)F)c2)CC1
ZINC001658682082,O=c1[nH]c2ccccc2n1C1CCN(Cc2cc(C(F)(F)F)ccc2Cl)CC1
ZINC000001825788,C=CCN1CC[C@]23c4c5ccc(OC(=O)CCCCCCCCC)c4OC2C(=O)CC[C@@]3(O)[C@H]1C5
ZINC000008964524,C=CCCCCCCCCC(=O)Oc1ccc2c3c1OC1C(=O)CC[C@@]4(O)[C@@H](C2)N(CC=C)CC[C@]314
ZINC000012660731,C=CCCCCCCCCC(=O)Oc1ccc2c3c1OC1C(=O)CC[C@@]4(O)[C@@H](C2)N(CC=C)CC[C@]314
ZINC000001602369,c1ccc(NCCN2CCCCC2)nc1
ZINC000301057316,CC1CCN([C@@H](CNc2ccc([N+](=O)[O-])cn2)C(C)C)CC1
ZINC000301057319,CC1CCN([C@H](CNc2ccc([N+](=O)[O-])cn2)C(C)C)CC1
ZINC000301111450,CC1CCN([C@@H](CNc2ncccc2[N+](=O)[O-])C(C)C)CC1
ZINC000301111454,CC1CCN([C@H](CNc2ncccc2[N+](=O)[O-])C(C)C)CC1
ZINC000301228721,Cc1cc([N+](=O)[O-])cnc1N[C@H](C)CN1C[C@H](C)C[C@H](C)C1
ZINC000301228722,Cc1cc([N+](=O)[O-])cnc1N[C@@H](C)CN1C[C@H](C)C[C@H](C)C1
ZINC000301228723,Cc1cc([N+](=O)[O-])cnc1N[C@H](C)CN1C[C@@H](C)C[C@H](C)C1
ZINC000301228724,Cc1cc([N+](=O)[O-])cnc1N[C@H](C)CN1C[C@H](C)C[C@@H](C)C1
ZINC000301248414,C[C@@H]1CCCN(C[C@@H](C)Nc2ncc([N+](=O)[O-])cc2Cl)C1
ZINC000301248415,C[C@@H]1CCCN(C[C@H](C)Nc2ncc([N+](=O)[O-])cc2Cl)C1
ZINC000301248416,C[C@H]1CCCN(C[C@H](C)Nc2ncc([N+](=O)[O-])cc2Cl)C1
ZINC000301248417,C[C@H]1CCCN(C[C@@H](C)Nc2ncc([N+](=O)[O-])cc2Cl)C1
ZINC000301254430,C[C@@H]1CCCN([C@H](C)CNc2ncc([N+](=O)[O-])cc2Cl)C1
ZINC000301254431,C[C@@H]1CCCN([C@@H](C)CNc2ncc([N+](=O)[O-])cc2Cl)C1
ZINC000301254432,C[C@H]1CCCN([C@@H](C)CNc2ncc([N+](=O)[O-])cc2Cl)C1
ZINC000301254433,C[C@H]1CCCN([C@H](C)CNc2ncc([N+](=O)[O-])cc2Cl)C1
ZINC000301276682,Cc1ccnc(N[C@H](C)CN2C[C@H](C)C[C@H](C)C2)c1[N+](=O)[O-]
ZINC000301276683,Cc1ccnc(N[C@@H](C)CN2C[C@H](C)C[C@H](C)C2)c1[N+](=O)[O-]
ZINC000301276684,Cc1ccnc(N[C@H](C)CN2C[C@@H](C)C[C@H](C)C2)c1[N+](=O)[O-]
ZINC000301276685,Cc1ccnc(N[C@H](C)CN2C[C@H](C)C[C@@H](C)C2)c1[N+](=O)[O-]
ZINC000301281417,CC[C@@H]1CCCCN1CCNc1ncc([N+](=O)[O-])cc1Cl
ZINC000301281420,CC[C@H]1CCCCN1CCNc1ncc([N+](=O)[O-])cc1Cl
ZINC000301306553,Cc1ccnc(NCC(C)(C)N2CCC[C@@H](C)C2)c1[N+](=O)[O-]
ZINC000301306554,Cc1ccnc(NCC(C)(C)N2CCC[C@H](C)C2)c1[N+](=O)[O-]
ZINC000301414179,Cc1cnc(NCC(C)(C)N2CCC[C@@H](C)C2)c([N+](=O)[O-])c1
ZINC000301414180,Cc1cnc(NCC(C)(C)N2CCC[C@H](C)C2)c([N+](=O)[O-])c1
ZINC000301428447,Cc1cnc(N[C@H](C)CN2C[C@H](C)C[C@H](C)C2)c([N+](=O)[O-])c1
ZINC000301428449,Cc1cnc(N[C@H](C)CN2C[C@@H](C)C[C@H](C)C2)c([N+](=O)[O-])c1
ZINC000301428451,Cc1cnc(N[C@H](C)CN2C[C@H](C)C[C@@H](C)C2)c([N+](=O)[O-])c1
ZINC000301428453,Cc1cnc(N[C@@H](C)CN2C[C@H](C)C[C@H](C)C2)c([N+](=O)[O-])c1
ZINC000301450654,Cc1cc(NCC(C)(C)N2CCC[C@@H](C)C2)ncc1[N+](=O)[O-]
ZINC000301450655,Cc1cc(NCC(C)(C)N2CCC[C@H](C)C2)ncc1[N+](=O)[O-]
ZINC000301459854,Cc1cc(N[C@H](C)CN2C[C@H](C)C[C@H](C)C2)ncc1[N+](=O)[O-]
ZINC000301459855,Cc1cc(N[C@@H](C)CN2C[C@H](C)C[C@H](C)C2)ncc1[N+](=O)[O-]
ZINC000301459856,Cc1cc(N[C@H](C)CN2C[C@@H](C)C[C@H](C)C2)ncc1[N+](=O)[O-]
ZINC000301459857,Cc1cc(N[C@H](C)CN2C[C@H](C)C[C@@H](C)C2)ncc1[N+](=O)[O-]
ZINC000301650424,Cc1nc(NCC(C)(C)N2CCC[C@@H](C)C2)ccc1[N+](=O)[O-]
ZINC000301650426,Cc1nc(NCC(C)(C)N2CCC[C@H](C)C2)ccc1[N+](=O)[O-]
ZINC000301663601,Cc1nc(N[C@H](C)CN2C[C@H](C)C[C@H](C)C2)ccc1[N+](=O)[O-]
ZINC000301663602,Cc1nc(N[C@H](C)CN2C[C@H](C)C[C@@H](C)C2)ccc1[N+](=O)[O-]
ZINC000301663603,Cc1nc(N[C@H](C)CN2C[C@@H](C)C[C@H](C)C2)ccc1[N+](=O)[O-]
ZINC000301663604,Cc1nc(N[C@@H](C)CN2C[C@H](C)C[C@H](C)C2)ccc1[N+](=O)[O-]
ZINC000301747574,CC[C@@H]1CCCCN1CCNc1ncc(Cl)cc1[N+](=O)[O-]
ZINC000301747575,CC[C@H]1CCCCN1CCNc1ncc(Cl)cc1[N+](=O)[O-]
ZINC000301748825,C[C@@H]1CCCN(C[C@@H](C)Nc2ncc(Cl)cc2[N+](=O)[O-])C1
ZINC000301748826,C[C@@H]1CCCN(C[C@H](C)Nc2ncc(Cl)cc2[N+](=O)[O-])C1
ZINC000301748827,C[C@H]1CCCN(C[C@H](C)Nc2ncc(Cl)cc2[N+](=O)[O-])C1
ZINC000301748828,C[C@H]1CCCN(C[C@@H](C)Nc2ncc(Cl)cc2[N+](=O)[O-])C1
ZINC000301968133,Cc1cc([N+](=O)[O-])cnc1NCC(C)(C)N1CCC[C@@H](C)C1
ZINC000301968134,Cc1cc([N+](=O)[O-])cnc1NCC(C)(C)N1CCC[C@H](C)C1
ZINC000303374114,Cc1cc([N+](=O)[O-])cnc1NC[C@@H](C(C)C)N1CCC(C)CC1
ZINC000303374116,Cc1cc([N+](=O)[O-])cnc1NC[C@H](C(C)C)N1CCC(C)CC1
ZINC000303677459,Cc1ccnc(NC[C@@H](C(C)C)N2CCC(C)CC2)c1[N+](=O)[O-]
ZINC000303677460,Cc1ccnc(NC[C@H](C(C)C)N2CCC(C)CC2)c1[N+](=O)[O-]
ZINC000343329894,CCCN(CCN1CCCCC1)c1ccc([N+](=O)[O-])c(C)n1
ZINC000343344796,CCCN(CCN1CCCCC1)c1ncc(C)cc1[N+](=O)[O-]
ZINC000343370178,CCCN(CCN1CCCCC1)c1cc(C)c([N+](=O)[O-])cn1
ZINC000360668658,Cc1ccc([N+](=O)[O-])c(N[C@H](C)CN2C[C@H](C)C[C@H](C)C2)n1
ZINC000360668659,Cc1ccc([N+](=O)[O-])c(N[C@@H](C)CN2C[C@H](C)C[C@H](C)C2)n1
ZINC000360668660,Cc1ccc([N+](=O)[O-])c(N[C@H](C)CN2C[C@@H](C)C[C@H](C)C2)n1
ZINC000360668661,Cc1ccc([N+](=O)[O-])c(N[C@H](C)CN2C[C@H](C)C[C@@H](C)C2)n1
ZINC000360684953,Cc1ccc([N+](=O)[O-])c(NCC(C)(C)N2CCC[C@@H](C)C2)n1
ZINC000360684954,Cc1ccc([N+](=O)[O-])c(NCC(C)(C)N2CCC[C@H](C)C2)n1
ZINC000413113965,C[C@@H]1CCCN(C(C)(C)CNc2ncc([N+](=O)[O-])cc2F)C1
ZINC000413113968,C[C@H]1CCCN(C(C)(C)CNc2ncc([N+](=O)[O-])cc2F)C1
ZINC000443945397,CC1(C)CCCN(CCNc2ncc(Cl)cc2[N+](=O)[O-])C1
ZINC000443969470,CC1(C)CCCN(CCNc2ncc([N+](=O)[O-])cc2Cl)C1
ZINC000463055034,Cc1cnc(NC[C@@H](C(C)C)N2CCC(C)CC2)c([N+](=O)[O-])c1
ZINC000463055044,Cc1cnc(NC[C@H](C(C)C)N2CCC(C)CC2)c([N+](=O)[O-])c1
ZINC000470863137,Cc1cc(NC[C@@H](C(C)C)N2CCC(C)CC2)ncc1[N+](=O)[O-]
ZINC000470863138,Cc1cc(NC[C@H](C(C)C)N2CCC(C)CC2)ncc1[N+](=O)[O-]
ZINC000295683412,NC(=O)c1ccnc(N[C@H](CO)CN2CCCCC2)c1[N+](=O)[O-]
ZINC000295683417,NC(=O)c1ccnc(N[C@@H](CO)CN2CCCCC2)c1[N+](=O)[O-]
ZINC000295987104,COC(=O)c1cnc(NCCN2CCC(O)CC2)c([N+](=O)[O-])c1
ZINC000589584480,COC1CCN(CCNc2nccc(C(N)=O)c2[N+](=O)[O-])CC1
ZINC000596152383,CN(C)C1CCN(CCNc2ccc(N)c([N+](=O)[O-])n2)CC1
ZINC000598633485,COC(=O)c1ccnc(NCCN2CCC(O)CC2)c1[N+](=O)[O-]
ZINC001161866795,COC(=O)c1cnc(NCCN2CCC(N)CC2)c([N+](=O)[O-])c1
ZINC001161867042,COC(=O)c1cc([N+](=O)[O-])cnc1NCCN1CCC(N)CC1
ZINC001161867696,NC1CCN(CCNc2ncc([N+](=O)[O-])cc2[N+](=O)[O-])CC1
ZINC001161867881,COC(=O)c1ccnc(NCCN2CCC(N)CC2)c1[N+](=O)[O-]
ZINC001161873106,COC(=O)c1ccc([N+](=O)[O-])c(NCCN2CCC(N)CC2)n1
ZINC001600106074,Cc1cc(C(=O)O)c([N+](=O)[O-])c(NCCN2CCC(O)CC2)n1
ZINC001223020477,CN1c2ccccc2[C@@H](OC(=O)C(O)COP(=O)(O)O)c2ccc(Cl)cc2S1(=O)=O
ZINC001223020483,CN1c2ccccc2[C@H](OC(=O)C(O)COP(=O)(O)O)c2ccc(Cl)cc2S1(=O)=O
ZINC001223023559,CN1c2ccccc2[C@H](OC(=O)C(CC(=O)O)C(O)C(=O)O)c2ccc(Cl)cc2S1(=O)=O
ZINC001223023562,CN1c2ccccc2[C@H](OC(=O)C(CC(=O)O)C(O)C(=O)O)c2ccc(Cl)cc2S1(=O)=O
ZINC001223023563,CN1c2ccccc2[C@H](OC(=O)C(CC(=O)O)C(O)C(=O)O)c2ccc(Cl)cc2S1(=O)=O
ZINC001223023564,CN1c2ccccc2[C@H](OC(=O)C(CC(=O)O)C(O)C(=O)O)c2ccc(Cl)cc2S1(=O)=O
ZINC000263583270,O=C(O)c1ccc(CN2CCC(n3c(=O)[nH]c4ccccc43)CC2)cc1
ZINC000461496841,CCS(=O)(=O)c1cccc(CC(=O)N[C@H](CN2CCCC2)c2ccc(OC)cc2)c1
ZINC000500423657,COc1ccc([C@@H](CN2CCCC2)NC(=O)Cc2cccc(NS(C)(=O)=O)c2)cc1
ZINC001137627529,COc1ccc([C@@H](CN2CCCC2)NC(=O)C(CS(C)(=O)=O)c2ccccc2)cc1
ZINC001137627530,COc1ccc([C@@H](CN2CCCC2)NC(=O)C(CS(C)(=O)=O)c2ccccc2)cc1
ZINC001139271363,COc1cccc(CN2CCC(n3c(=O)n(C)c4ccccc43)CC2)c1OCC(=O)O
ZINC001141706077,COC(=O)c1cc(OC)cc(OC)c1CN1CCC(n2c(=O)n(C)c3ccccc32)CC1
ZINC001217837713,COC(=O)C(CCO)O[C@@H]1c2ccccc2N(C)S(=O)(=O)c2cc(Cl)ccc21
ZINC001217837717,COC(=O)C(CCO)O[C@H]1c2ccccc2N(C)S(=O)(=O)c2cc(Cl)ccc21
ZINC001320180714,COc1ccc([C@@H](CN2CCCC2)NC(=O)Cc2ccccc2NS(C)(=O)=O)cc1
